duration,comments,latitude,longitude,year
40.0,I was at parking lot and talking on cellphone&#44 Suddenly saw a flying obj. with white light moving at a high speed and suddenly vanish.,42.0333333,-87.7333333,2012
20.0,Extremely large &amp;quot;Pulsing&amp;quot; light event.,43.3872222,-87.8755556,2012
30.0,Fast moving point of light.,37.4947222,-120.8455556,2012
120.0,Seeing multiple round yellowish/whiteish colored orbs/ufo&#39s in the night sky almost every night in Fort Smith&#44 Arkansas.,35.3858333,-94.3983333,2012
300.0,Red lights that were hovering in the north.  2 came first moving north to south.  Appeared to hover in the sky.,38.35,-104.7222222,2012
3.0,Unexplained single bright light passes overhead in Alabama suburban neighborhood.,33.4716667,-86.8008333,2012
60.0,Bluish orb moving across sky at steady pace.,34.8238889,-89.9936111,2012
3.0,Bright green round falling object; seemed very close and disappeared behind tree line.  ((NUFORC Note:  Possible meteor.  PD)),43.9786111,-90.5038889,2012
900.0,20 white orbs with one blinking orb form triangle over sky harbor.,33.4483333,-112.0733333,2012
0.57,Black hawk chasing ufo.,45.7544444,-122.8763889,2012
600.0,Triangle shaped craft 8:10 pm Eastern standard Time low flying  green&#44 red blinking lights.,42.3369444,-71.2097222,2012
180.0,3 orange lights in triangle moving in unison then disappearing.,40.4591667,-90.6716667,2012
240.0,TRIANGULAR CRAFT OVER MACOMB&#44 IL.,40.4591667,-90.6716667,2012
10.0,4 dull orange colored orbs heading SW split into pair formation. No sound.,47.5002778,-111.3,2012
600.0,Unusual triangular craft.,40.1213889,-75.3402778,2012
2.0,Light blue disk came from East to West and turned North.  Very&#44 very fast (5 times plane speed at least.,42.2588889,-88.1391667,2012
30.0,On this night I was outside checking out the meteor shower from my backyard..  it wasn&#39t very visible because i have a security light s,34.5519444,-77.9263889,2012
720.0,Bright colors flying very rapidly.,41.7188889,-83.7130556,2012
2.0,Two of us saw large round light - donut shaped&#44 I saw it as white/light blue&#44 my friend saw it as being green. It was in the north sky&#44,32.9125,-96.6386111,2012
30.0,Large&#44 fast-moving&#44 triangular object with orange lights spotted in Sacramento sky.,38.6858333,-121.3711111,2012
1200.0,Bright lights appeared then object came towards us.,35.0525,-78.8786111,2012
1200.0,Fast moving red light making circles&#44 zig zags&#44 hovering&#44 and changing brightness.,37.2152778,-93.2980556,2012
180.0,Horn blast sounds for 3 minutes.,42.0333333,-70.9597222,2012
45.0,Diamond Shaped Object with Three Distinct Circles over Saint Louis&#44 MO during Geminid Meteor Shower,38.6272222,-90.1977778,2012
4.0,With a couple of hours in the New East Area i saw two different flaring objects in the sky moving at a extremly fast speed then vanish.,29.9544444,-90.075,2012
180.0,We spot a UFO on the sky in Queens over the Long Island Expresway.,40.7141667,-74.0063889,2012
5.0,Bright orb &quot;free falling.&quot;,39.1619444,-84.4569444,2012
60.0,5 orange fireball round flying spacecrafts in the sky in a line in Libertyville at 9:50 on 12-14-12.,42.2830556,-87.9530556,2012
180.0,Floating reddish/orange sphere appeared to fall and crash just North of North Las Vegas after floating for a few minutes.,36.175,-115.1363889,2012
4.0,Orange sphere descends over Morgantown airport.,39.6294444,-79.9561111,2012
60.0,Orange Flickering Light Moving and Motionless near Washington&#44 D.C.,38.8047222,-77.0472222,2012
60.0,2 objects diamond shape&#44  moved  in Z pattern and took off  one to right one to left sidewards.,39.8397222,-74.1905556,2012
90.0,Bright orange sphere in the sky.,33.9525,-84.55,2012
120.0,Cluster of lights in the sky for aprox 2 minutes.  didnt move then suddenly vanished.,40.3408333,-76.4116667,2012
300.0,14-15 orange lights traveling in w western direction&#44 no noise&#44 lights satggered over about one mile.,27.2936111,-80.3505556,2012
120.0,Bright light high in sky moving extremely fast from West to East over Granby&#44 CT.,41.9538889,-72.7891667,2012
120.0,White Non-blinking light traveling fast.,44.1002778,-70.2152778,2012
180.0,Fireballs in he sky.,40.3355556,-75.9272222,2012
3.0,Fireballs seen south of Portland&#44 OR area.,45.5236111,-122.675,2012
3.0,Light trail.,42.375,-71.0397222,2012
180.0,Black and Grey boomerang shaped UFO with no lights and no sound,35.2783333,-93.1336111,2012
5.0,I am a high school math teacher at a public school in Mass.  I have thought that I have seen UFO&#39s before but never as clearly.,42.3763889,-71.2361111,2012
6.0,Saw very large blueish ball streaking through the sky.,42.9955556,-71.4552778,2012
900.0,High altitude light beams out of clouds in vertical pattern.,32.4486111,-99.7327778,2012
300.0,MY HUSBAND PULLED UP TO OUR HOUSE&#44 4 WERE HOVERING IN A STRAIGHT LINE. TWO GRADUALLY DISAPPEARED. THEN THE OTHER TWO DISAPPEARED. I PUL,40.6575,-73.5836111,2012
300.0,Boomrang object with neon colored lights.,44.0805556,-103.2305556,2012
3.0,Bright blue flash in sky 12/16/2012 1:00 am.,21.5902778,-158.1125,2012
600.0,Reddish orange ovalish objects. silent. moving up fro behind a big church and then moving north west.,46.3525,-124.0530556,2012
30.0,Line of lights.,33.9938889,-96.3705556,2012
600.0,Orange spheres floating across sky in Venice&#44 FL.,27.0994444,-82.4544444,2012
120.0,While facing north and waiting to turn left onto the corner of College and fairfax.  I noticed light in the sky to my right (NE).,35.3733333,-119.0177778,2012
180.0,I saw about 9 yellow/orange fireballs traveling slowly in sets of 3  each in  triangular formation.,43.6613889,-70.2558333,2012
420.0,Triangle shaped black object.,44.6994444,-73.4533333,2012
120.0,10-12 bright orange objects flying together for about 2 min&#44 then suddenly disappeared.,28.5688889,-81.5441667,2012
600.0,Fireball ufo flies south to north and stops.,28.5997222,-81.3394444,2012
60.0,Silent circular Red glow moves slowly across the Oxnard sky lasting a minute or so.,34.1975,-119.1761111,2012
15.0,12-17-12  Circular object to the west 30 degrees up pulsing bright then dim.  Duration&#44 15 seconds&#44 2 witnesses at 9:35 pm.Fritch tx.,35.6397222,-101.6027778,2012
180.0,Red glowing round object flew across the sky at a slow pace.,28.1822222,-81.8241667,2012
600.0,I saw 2 ovoid objects perhaps lower to the ground than I estimate moving silently and changing color from red to orange and back again.,42.0405556,-87.7825,2012
300.0,2 fiery orange spheres moving west to east.,26.4611111,-80.0730556,2012
30.0,12/18/12 extremly slow moving fireball with fire trail that lasted 30sec then just very suddenly disappered.,36.6083333,-83.7166667,2012
20.0,A large metallic cigar/blimp like object that hovered in the air for 15 to 20 seconds and then shrunk into dispearnace in 1.5 seconds.,36.1538889,-95.9925,2012
60.0,Two fire balls floating in the sky.,35.0255556,-76.8258333,2012
0.1,Blue almost electrical circle of blue light  close to the ground maybe 5 feet above my vehicle.,35.4894444,-120.6697222,2012
30.0,Light in daytime sky that faded away.,34.0216667,-86.0886111,2012
3.0,BRIGHT Silver Sphere appears in sky 1-3 seconds and disappears into clouds over LOS ANGELES AREA.,33.9488889,-118.4447222,2012
180.0,I saw a bright light in the northern sky moving east to west faster than a normal aircraft &amp; making fast and slow turns.,33.4477778,-96.7472222,2012
10.0,Large ball of light low in the sky streaking at high speed towards ground.,37.5072222,-122.2594444,2012
20.0,Orange spheres and slow moving stars.,28.0833333,-80.6083333,2012
600.0,Two craft chase over Bolivar.,37.6144444,-93.4102778,2012
360.0,Unusual flight pattern of a squadron of aircraft that defy gravity and G-force manuverability.,41.6005556,-93.6088889,2012
10.0,Red Orange Objects Flying V Formation In Sky Above Long Island New York.,40.7297222,-73.2108333,2012
180.0,75+ lights swarmed the sky in Massachusetts.,41.7694444,-71.1291667,2012
300.0,Saw reddish orange circles in the sky over the bay in Homer&#44 AK.,59.6425,-151.5483333,2012
5.0,Glowing moon-sized object moves across the sky&#44 only to leave an orange streak behind it before it dissapears.,42.7344444,-71.325,2012
240.0,Strange Orange Cloud formation moving very slow&#44 when i looked closer i noticed objects were moving&#44 then accelerated very quickly.,42.6388889,-83.2911111,2012
600.0,4 bright orange circles in the sky with a small trail of smoke above each one.,35.3052778,-76.7888889,2012
240.0,Driving on 460 towards christiansburg from blacksburg.  passing the peppers ferry road exit.  Saw 4 white lights shape of a box.  hover,37.1297222,-80.4091667,2012
10.0,Round outline&#44 lights completely around it&#44 going East&#44 low&#44 load&#44 and slow.,34.1138889,-83.4316667,2012
300.0,Eight red unidentified objects soared the Miami sky emitting no sound at all.,25.7738889,-80.1938889,2012
15.0,Huge triangle shaped craft with bright dome on top gliding&#44 no noise - scary&#33,42.2833333,-71.35,2012
900.0,2 ufo&#39s following black car down I-80.,41.2586111,-95.9375,2012
300.0,Mysterious red orb falling from the sky,40.1741667,-75.0441667,2012
30.0,Observed a solid white light moving at great speed in a south east direction.,38.8338889,-104.8208333,2012
75.0,A light in the sky flying in a zigzag formation that disappeared after a minute or so.,37.775,-122.4183333,2012
120.0,Flying object with flashing lights &#44 traveling at great speed&#44 observed flying NW and returning to point of origin.,33.8358333,-118.3397222,2012
120.0,Bright amber lights seen over Kalama Park in Kiehi&#44 Maui,20.785,-156.4655556,2012
300.0,A large&#44 black boomerang shaped air craft (no engine noise) with 3 light yellow lights&#44  was hovering over Southern Rincon 3 to 5 minut,32.2958333,-81.2355556,2012
240.0,There was a triangular shape with three red/orange lights hovering over Beardstown on the west end&#44 seemed to be moving very slow&#44 no s,40.0175,-90.4241667,2012
600.0,Unknown craft moving over Binghamton,42.0986111,-75.9183333,2012
1200.0,No object.,41.9475,-80.5544444,2012
3.0,Flash in sky,34.185,-83.9252778,2012
1200.0,Astonishing Sound and Changing Lights Seen North Of Cedar rapids&#44 Iowa on December 20th 3:15 A.M. +,42.0083333,-91.6438889,2012
300.0,Triangle craft with lights in each corner and a large light in the center seen up close.,41.2372222,-82.12,2012
1.0,MORE PEOPLE HAD TO HAVE SEEN THIS AND NEED TO REPORT TO TULSA NEWS.,36.1538889,-95.9925,2012
424.0,Three strange orange lights Athens&#44 Ohio.,39.3291667,-82.1013889,2012
600.0,It seems both objects hovered over the elementary and high school that day&#44 which are approx. 2 miles.,38.2366667,-76.4975,2012
90.0,Lisbon Falls&#44 Maine shiny oval object,43.9961111,-70.0611111,2012
90.0,Lisbon Falls&#44 Maine UFO Sighting during the Day,43.9961111,-70.0611111,2012
120.0,Large airplane flying low to ground stopping in mid-air hovering for a few seconds then continuing to fly.,36.1538889,-95.9925,2012
5.0,Greenish blue light,34.0005556,-81.035,2012
300.0,Bright &amp; Big Stationary Pale Amber Light Just North of Tumacacori AZ&#44  Fades &amp; Departs with Dim Red Lights,31.5686111,-111.0516667,2012
180.0,Big ball of yellow light in Central NE Oklahoma,35.6616667,-97.1952778,2012
20.0,Triangle shaped object - 2 witnesses,31.8294444,-86.6177778,2012
420.0,Oval Craft With Funnel Bottom and Bright Magnificent Blue Light racing through night sky,46.9422222,-122.6047222,2012
300.0,Red fireball observed moving north.,26.2375,-80.125,2012
30.0,Silver glowing disk hovering in the sky above Clarksburg&#44 WV.,39.2805556,-80.3447222,2012
10.0,Witnessed soundless&#44 orange lights/orbs traveling paralel to the beach but heading a bit east toward the ocean. They traveled in pairs&#44,30.2538889,-85.9569444,2012
300.0,Viewed a 5-6 shaped ufo&#44 with pulsating lights hovering above my vehicle on highsway 36 near Cameron Texas.,30.8530556,-96.9766667,2012
600.0,Octagon shaped bright grayish ship in sky&#44 near Cameron&#44 Texas on highway 36. Blinking. Fast. Scary,30.8530556,-96.9766667,2012
600.0,UFO over Tulsa&#44 Oklahoma at 12:58am 12/21/12,36.1538889,-95.9925,2012
600.0,It was flashing red&#44blue&#44white and green then all of a sudden it shot into the sky really fast then it was gone. But the shape was a tr,48.4213889,-122.3327778,2012
240.0,Fireball-like craft seen flickering in the sky.,28.0183333,-82.1130556,2012
600.0,I was driving to work today in Woodbury&#44 Minnesota and the sky was crystal clear. It was about 7:45am central time&#44 and I was on freewa,44.9238889,-92.9591667,2012
900.0,Hovering and bouncing object seen in alabama sky,32.9975,-87.63,2012
2.0,Triangular shaped&#44 possibly bright white&#44 flashing lights was seen over west central Georgia&#44 USA,32.5797222,-84.5508333,2012
10.0,3 White Sphere over the City Of Angels.,34.0522222,-118.2427778,2012
60.0,Took pictures of lighted object shooting something towards Earth during daylight.,30.2091667,-95.7505556,2012
335.0,2 UFOS over the 405 Freeway in Los Angeles.,34.0522222,-118.2427778,2012
300.0,I happened to look up in the sky&#39 It was dark and the street lights were out. The objects appeared to be far away but our eyes can not,43.0388889,-87.9063889,2012
10.0,Red/orange Light in sky above Burleson&#44 Texas 12-21-12.,32.5419444,-97.3205556,2012
300.0,Large fireball like light  hovering in place.,37.6775,-113.0611111,2012
300.0,9 orange lights seen in Phoenix&#44 Arizona 12-21-12,33.4483333,-112.0733333,2012
120.0,Unearthly craft over Fayetteville/ Lumberton NC area.,35.0525,-78.8786111,2012
420.0,Bright Red/Orange Glowing Lights Moving in Specific NW Direction&#44 No Sound,46.2752778,-122.9063889,2012
180.0,BRIGHT ORANGISH&#44 solid object; no noise&#44 increased and decreased speed. STOPPED ABOVE MY HOUSE for 1 minute and disappeared/vanishsed&#33,35.0844444,-106.6505556,2012
300.0,Single orangish rectangle with rounded corners&#44 no blinking. Took a smooth route and was very fast&#44 and would decrease speed.; Vanished,35.0844444,-106.6505556,2012
1200.0,7 to 8 white oval lights spotted overhead in Bozeman,45.6797222,-111.0377778,2012
240.0,4 sets of 3 (12) separate flying orbs/fireballs&#44 orange&#44 headed northwest in straight line.,44.0522222,-123.0855556,2012
60.0,3 sets of 3 orangy flickering flying objects completely quiet and in perfectly spaced apart from one another. then they disappeared.,44.0522222,-123.0855556,2012
300.0,Approx. 11 pm&#44 A friend and I were walking on Se Morrison on 28th when We noticed a hovering orange light in the sky slowly descending,45.5236111,-122.675,2012
360.0,2 UFO&#39s spotted in Perry&#44 MI.,42.8263889,-84.2194444,2012
60.0,Oval Shaped Object with orange lights hovering above neighbors field.,39.3,-85.2222222,2012
5.0,I saw a flock of bird shaped objects&#44 about 23&#44 fly within a 5 second period and disappear in the open sky.,45.5236111,-122.675,2012
35.0,Small &quot;V&quot; shape&#44 black object seen as dusk in Northwest Las Vegas&#44 Nevada.,36.175,-115.1363889,2012
30.0,Two bright round objects in Gordo&#44 AL.,33.32,-87.9027778,2012
300.0,Orlando sighting of dark grey oval craft on Jan.22&#442012 at 6:10 pm.,28.5380556,-81.3794444,2012
1200.0,WITNESSED 5 REDDISH ORBS FLYING IN FORMATION EAST TO WEST DIRECTION AT ABOUT 5000FT ELEVATION.  APPROX 5 MIN LATER&#44 WITNESSED 2 MORE OF,29.1869444,-82.1402778,2012
300.0,I&#39ve never seen circles in the night sky like this before,36.3133333,-82.3536111,2012
600.0,5 orange/red balls equally apart moving south in Ancorage AK at 815ish pm on 1/22/2012,61.2180556,-149.9002778,2012
300.0,9 red fireball-like objects hovering in line formation up and down and at angles accelerating quickly and descending slowly.,39.1619444,-84.4569444,2012
10.0,Two bright lights seen while driving,45.0547222,-97.3294444,2012
120.0,Fireball UFO seen by two witnesses in Dayville&#44 CT,41.8463889,-71.8880556,2012
10.0,RED BALL OF LIGHT HOVERING IN SKY.,40.6994444,-99.0811111,2012
240.0,Slow moving object w/ 2 red EXTREMELY bright lights at low altitude - no motor/rotor noise heard,41.0391667,-74.8091667,2012
120.0,Red light&#44 left the atmosphere,33.4483333,-112.0733333,2012
600.0,7 - 8 Bright Lights Seen in Night Sky over Tigard&#44 Oregon 12/22/12,45.4313889,-122.7702778,2012
180.0,Fire-ball looking craft  moving east to west ; disappearing by shooting straight up into the night sky.,34.0336111,-117.0422222,2012
900.0,Five billowy oval reddish lights passing west to east at 18:55 EST over Charlotte&#44 MI on 12/22/12,42.5636111,-84.8358333,2012
600.0,Silent  triangular craft in Central NH,43.4891667,-71.5827778,2012
300.0,Three bright lights in the sky making a triangle.,37.5536111,-77.4605556,2012
300.0,Five yellow/orange lights&#44 no sound traveling east.,43.5977778,-84.7675,2012
120.0,Phoenix&#44 AZ -- 9 orange lights in the southeast horizon for approximately 2 mins Dec. 22&#44 2012&#44 8:20pm,33.4483333,-112.0733333,2012
180.0,Fireball flying fast east over West Boca Raton.,26.3583333,-80.0833333,2012
120.0,Bright orange light travels soundlessly across sky at low altitude,37.2152778,-93.2980556,2012
300.0,Red light objects flying over Dayton,39.7091667,-84.0633333,2012
300.0,Spheres flying in formation&#44 that faded out to nothing.,39.9955556,-82.6744444,2012
240.0,Fireball inside a circle viewing over Hialeah on 12/22/12 at approx 2200 hrs. &#33&#33&#33&#33,25.8572222,-80.2783333,2012
180.0,Seen a fleet of 15 to 30 craft independently flying in formation very high in NW sky over Raid City&#44 most white lights&#44 some red some g,44.0805556,-103.2305556,2012
180.0,Orange glowing oval of light,47.6063889,-122.3308333,2012
3.0,White Light Drops Behind Trees Quickly After Being Stationary In The Sky,40.0991667,-83.1141667,2012
480.0,Bright reddish and yellow lights west of Bolivar.,37.6144444,-93.4102778,2012
300.0,Pin-point Red lights&#44 flying in somewhat formation&#44 close to each other,39.5752778,-76.9961111,2012
300.0,5-6 fireball shaped object floting across the sky,44.2619444,-88.4152778,2012
5.0,Brief star like light to the left of sun,31.2825,-86.2555556,2012
600.0,Troy NH disk shaped ufo sighting overlooking cemetery facing east driving on rt12 south.,42.8238889,-72.1816667,2012
120.0,Triangle flying object with 2 lights on the back switching one to the other never at the same time.,38.7358333,-85.38,2012
300.0,Bright red ball of fire moving slowly across the sky&#44 stopped and transformed into a red halo.,27.0994444,-82.4544444,2012
1500.0,Two possible crafts sighted from Greenland Pond&#44 Brewster Ma,41.76,-70.0833333,2012
240.0,15+ orange fireballs sequentially moving north at a moderate speed in Bear&#44 DE.,39.6291667,-75.6586111,2012
4.0,12/23/12 - Large Object with Red Lights falls Extremely Fast from Sky To Hudson River (Weehawken) with ZERO explosion/noise,40.7694444,-74.0208333,2012
60.0,Triangular shape with 3 very bright white/yellow lights moving slowly approximately 75 feet over the trees and was silent. It was sight,33.4502778,-82.1983333,2012
10.0,At 21:30 hrs. on 12/23/12 I saw two red stationary lights in the night sky over Friday Harbor&#44 San Juan Island&#44 Washington State. It wa,48.5344444,-123.0158333,2012
60.0,White lights&#44 V-formation jetted thru sky then turned left and disappeared,36.8466667,-76.2855556,2012
300.0,Awoke at 3 am&#44 electricity out&#44  home shaking&#44 loud humming sound&#44 bright green lights and witnessed a humanoid figure outside window.,35.7719444,-87.7838889,2012
180.0,Star Like Craft,30.1313889,-94.0152778,2012
180.0,Observed one bright red/orange light at first&#44 then saw three more identical objects following it forming a triangle shape as soon as t,44.9430556,-123.0338889,2012
480.0,8 Triangular Orange Lights Moving North to South on 12/24/12 @ 5:15pm CST in Lake Barrington&#44 IL,42.2125,-88.1525,2012
120.0,Lone flaming orb shoots back and forth across the sky,27.6383333,-80.3975,2012
300.0,Several different orange red pulsing lights ball shaped&#44 things with 5 witnesses that none of us could explain.,44.0547222,-70.7133333,2012
120.0,4 red glowing orbs in the southern sky &#44&#44they didnt move then just disappered,41.3855556,-72.4361111,2012
240.0,Fireball over south Stuart Fl. traveling east/northeast. No lights except for what looked like an orange fireball.,27.1972222,-80.2530556,2012
300.0,Red/orange ball moving then disappeared.,44.3377778,-72.7566667,2012
60.0,Five lights fly in straight line.,29.6513889,-82.325,2012
420.0,Red/Yellow orb West of Medford&#44 Oregon&#44 Christmas Eve.,42.2458333,-122.7875,2012
60.0,5 large glowing red/white lights traveling close together,41.0333333,-74.6388889,2012
20.0,Orange&#44 shiny object&#44 8 p.m.&#44 in the night sky (St. Cloud&#44 MN)&#44 came closer and closer until gradually fading away.,45.5608333,-94.1622222,2012
60.0,This object had a bright orange light that was steady and not moving,33.1958333,-117.3786111,2012
900.0,Red light over Boise dropping other red lights out of it toward the ground,43.6136111,-116.2025,2012
300.0,Three separate bright orange lights in the western sky traveling at very high rates of speed. ((NUFORC Note:  Law enforcement report.)),39.535,-119.7516667,2012
240.0,4 red lights-seen 2 at a time.,38.2494444,-122.0388889,2012
60.0,Glowing ball of fire...,33.9830556,-118.0958333,2012
120.0,Three bright orange triangular lights seen by elementary school teacher on Christmas Eve-Not Santa&#39s sleigh.,38.4405556,-122.7133333,2012
60.0,A fiery round craft headed north at low altitude followed by an identical craft a few seconds behind.,27.9472222,-82.4586111,2012
60.0,Two fire ball like flying objects seen following each other in Tampa On Christmas Eve,27.9472222,-82.4586111,2012
120.0,White blinking light over Gulf of Mexico - not moving for a long period of time.,27.495,-82.7111111,2012
600.0,Red lights over west palm beach 12/25/12,26.7052778,-80.0366667,2012
60.0,2 orange lights disappearing in the air,28.8002778,-81.2733333,2012
120.0,Misterious ball of fire and smoke over Hollywood FL on 12-25-2012 @ 13:33,26.0108333,-80.1497222,2012
120.0,2 oval shaped bright reddish with yellow to white leading light fire balls in sky over fairbanks.,64.8377778,-147.7163889,2012
300.0,V shared orange/firey formation,43.4802778,-72.3852778,2012
180.0,Bright orange spheres hovering and moving.,38.7933333,-77.2719444,2012
180.0,Was driving&#44 thought it was glare&#44 so rolled down the window. Got out&#44 observed for a bit&#44 then found the other people and asked them i,38.7933333,-77.2719444,2012
30.0,8 green/white objects flying over ponte vedra beach&#44 fl.,30.2394444,-81.3858333,2012
300.0,Solid orange glow that got bigger and blurry when falling then rose&#44 got smaller and headed North East.,26.4611111,-80.0730556,2012
180.0,A yellow/orange  fireball/orb like object  hovering then dissapearing about 20 stories high of the ground in Santa Clarita&#44 California.,34.3916667,-118.5416667,2012
300.0,Dozens of orange-red lights in northeast sky.,45.3869444,-92.7475,2012
420.0,7 glowing &amp;quot;orbs&amp;quot; floating from W. Salem OR from the west headed north. Stopping mid flight then up into the clouds.,44.9430556,-123.0338889,2012
720.0,Ten spheres flying in a line from north to south in the western sky.,42.3683333,-83.3527778,2012
40.0,Two orange objects set apart in the sky more than four moons apart moved in tandem then one disappeared shortly  followed by the other.,41.6833333,-86.25,2012
180.0,Silent orange lights&#44 initially traveling horizontally&#44 and then rose vertically till they disappeared.,42.9783333,-78.8,2012
360.0,Bright diamond light over lake Okeechobee followed by double sonic boom,27.13,-80.8938889,2012
900.0,Five yellow/orange orbs flying across sky at low altitude over 15 minute period seen by 5 people.,44.8011111,-68.7783333,2012
3.0,Large bright light shooting across the sky in a high to low trajectory.  I believe it was too large to be a shooting star.,40.2736111,-76.8847222,2012
300.0,Unusual orange lights.,41.7694444,-71.1291667,2012
25.0,Five witnesses in the car saw 5 orange lights traveling together side by side.,38.9338889,-76.8969444,2012
60.0,Y shaped formation of red lights on 302 in Pine Bush NY christmas night 2012.,41.6080556,-74.2994444,2012
720.0,Red fireballs&#44 not like flares&#44 moving straight north; 12 objects in a single line path over 12 minutes.,30.3341667,-81.3988889,2012
1200.0,Three oval shaped objects in the sky around the King of Prussia&#44 PA area on I-76.,40.0891667,-75.3963889,2012
900.0,Orange orbs seen flying across the sky on Dec.25&#44 2012 in Pine Bush&#44 N.Y.,41.6080556,-74.2994444,2012
240.0,Three orange lights flying silently.,28.5152778,-82.5730556,2012
1425.0,Disc&#44 white lights&#44 triangle moving pattern.,40.8716667,-111.8913889,2012
480.0,8 witnesss&#44 soundless&#44 constant speed/velocity&#44 redish orange in color&#44 8-10 balls&#44 about 800-1000ft up in the sky.,43.8338889,-87.82,2012
1200.0,Disc shaped UFO sighted in New York.,40.7141667,-74.0063889,2012
120.0,Hovered very close to the ground for about a minute then disappeared.,44.4375,-73.0686111,2012
600.0,((HOAX??))  Whirring black object off our front porch.,45.5947222,-121.1775,2012
300.0,Slow moving amber colored ball meets up with others and disappears.,41.995,-88.1855556,2012
5.0,Huge rectangle crossed the sky.,35.0988889,-120.6113889,2012
5.0,Heard a very loud whoosh noise.,35.8455556,-86.3902778,2012
5.0,Blue lights over PA.,40.1438889,-75.1161111,2012
300.0,Sparkling comet or fireball that split in mid air.,32.7152778,-117.1563889,2012
900.0,Lighted hovering object above the hotel.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),36.175,-115.1363889,2012
30.0,12/27/12- newyork&#44 ny - 5:15pm reddish orange fireball just sitting there as i looked north toward empire state bldg - duration= 20secs,40.7141667,-74.0063889,2012
240.0,Two sets of orange lights seen over Foley&#44 Alabama.,30.4063889,-87.6836111,2012
300.0,At 8:30pm red flashing lights appeared in the sky above the tree lines&#44 making different formation patterns.,36.0247222,-78.4747222,2012
600.0,I saw multiple red-orange orbs over Orlando&#44 FL that were in landing formation then one at a time went straight up in the clouds.,28.6416667,-81.1236111,2012
900.0,Lights seen onve Spokane.,47.6588889,-117.425,2012
300.0,Fireball.   ((NUFORC Note:  Report from pilot.  PD)),26.2375,-80.125,2012
120.0,Star like light moving slow with some impossble movement.,33.4708333,-81.975,2012
4.0,I WAS WAITN TO PICK UP NEWSPAPERS FOR DELIVERY&#44I was looking at the moon as there was a giant halo around it that morning when i notice,39.6847222,-83.9297222,2012
300.0,Large floating object  spotlighting house and shed.,46.4166667,-117.0166667,2012
45.0,Small and huge object with star shaped light converge and take off at high speed.,43.8855556,-70.3322222,2012
300.0,Reddish Orande Lights Above Wenatchee.,47.4236111,-120.3091667,2012
300.0,Reddish Orange Lights Above Wenatchee.,47.4236111,-120.3091667,2012
300.0,Dozens of lights in East Wenatchee.,47.4236111,-120.3091667,2012
1500.0,White teardrop object with lights going on then off with helicopter very close by,34.2283333,-118.5358333,2012
600.0,Bright lit  clouds on pitch dark night.,30.7108333,-94.9327778,2012
6.0,A small red light ascended then disappeared.,40.7458333,-89.7441667,2012
420.0,5 red lights hovering low two dissappeared and remaining 3 formed triangle pattern.,38.8697222,-75.4233333,2012
1200.0,Pulsating orbs 2-8 over Milford.,38.9125,-75.4283333,2012
3.0,A triangle of orange lights when looking north on Ocean City Beach towards DE. Later at 12:30 a.m. a bright flash of white lights (appr,38.3363889,-75.0852778,2012
900.0,Two red lights converge in the sky and drip other red lights.,47.4869444,-120.4169444,2012
420.0,Orange Orbs Sighted over North Phoenix 12/28/2012 @ 20:50.,33.4483333,-112.0733333,2012
600.0,A cluster of red lights in the sky in Ladson&#44 SC.,32.9855556,-80.11,2012
120.0,8-10 fireballs floating through the air in a strange formation moving North.,26.6402778,-81.8725,2012
300.0,Walking my dog on 12/28/12 at 11pm and saw in the sky 5 to 6 orange lights. On the form I chose fireball as my description but it was m,26.6402778,-81.8725,2012
300.0,V shaped crafts&#44 3 of them in a Triangle formation VERY Close.,33.0183333,-80.1758333,2012
60.0,Red lights over wichtia 12/29/2012.,37.6922222,-97.3372222,2012
60.0,Large &quot;ball&quot; of light separates into three smaller light objects.,28.5380556,-81.3794444,2012
300.0,Formation of lights move quickly across the night sky in hawaii.,21.5027778,-158.0236111,2012
300.0,Two bright red/orange lights moving straight up&#44 they were not in line but moving at the same speed and distance from each other.,44.8513889,-123.1855556,2012
180.0,3 seen&#44 1 Orange globe coming from north&#44 made sharp turn to east.  Fast and quiet.,42.4927778,-92.3427778,2012
0.05,Single bluish white downward arc of fast moving single light.,35.7077778,-79.8138889,2012
180.0,10 objects&#44 circular&#44 deep orange color (see description).,36.175,-115.1363889,2012
4.0,Never before seen.,30.8461111,-93.2888889,2012
40.0,Around 15-20 orange lights in sky first make a snowflake shape but then a &quot;W&quot; shape; start to move NE towards Guthrie&#44 OK.,35.6527778,-97.4777778,2012
180.0,It was red&#44 orange and yellow. It made no noise. I followed it and it disappeared right in front of me.My phone took ok pictures bu,38.595,-90.5461111,2012
600.0,Its a clear night Just seen what I thought was abright star constilation cause they looked just like stars I thought I was lookig at th,45.6797222,-111.0377778,2012
180.0,Bright U F O  Sighting East Coast Area NC,34.4625,-78.1013889,2012
240.0,Two objects flying from the north headed south then disappeared,44.0583333,-121.3141667,2012
300.0,One large slow moving light that was silent and seemed to drop down then move horizontal&#44 then drop down again and continued moving slo,44.8816667,-72.9433333,2012
30.0,White object moving from left to right and took off quickly.,33.6694444,-117.8222222,2012
300.0,Two orange objects flying over Dow Highway in So Berwick&#44 ME,43.2344444,-70.81,2012
30.0,Formation of 8 to 10 lights seen by Mother and Daughter,38.8138889,-76.9458333,2012
